,val_loss,val_acc,loss,acc
0,1.0546610693824219,0.7254255904986399,1.1755339720585163,0.671338846902401
1,0.9294070971005569,0.766611751915661,0.9944436649969687,0.7737902567224457
2,0.8536971184266,0.7902251511141207,0.8606644756206434,0.8145777962562117
3,0.7951615427562917,0.7973640857326795,0.7617464078915432,0.8342662845782358
4,0.750907601006145,0.8023064251393817,0.684006816349744,0.8477779922502131
5,0.7065511941255154,0.8116419550679923,0.6202373053366843,0.8578449568664717
6,0.6714519783404422,0.8138385503453124,0.5667034670809906,0.863353576149009
7,0.6474378840207137,0.8171334432612927,0.5215732304398952,0.8682237301221993
8,0.6219307017941713,0.8176825920806227,0.48337855650344264,0.8729008597009607
9,0.601558784807468,0.820977484996603,0.4512268470906102,0.8762119704830006
10,0.5854548566096566,0.8176825921133545,0.4235761260177959,0.8795230812632704
11,0.5671594209686732,0.8187808897192828,0.40072670235085356,0.8819284621894906
12,0.5571006035032278,0.8171334432940245,0.38095949936754553,0.8835765935648636
13,0.545137646170778,0.822075782635263,0.36443246425142456,0.8861898469185765
14,0.538893910046137,0.820977484996603,0.3505288008951989,0.8882388751132162
15,0.531258207045696,0.822075782635263,0.3387316638397571,0.8897385261853866
16,0.5270176431034241,0.822075782635263,0.3287976205419327,0.8911936331645607
17,0.5252861329842766,0.822075782635263,0.3202171022067097,0.8926635881750286
18,0.5228786963410983,0.8226249314873249,0.313111559021409,0.8939553668205913
19,0.5250074490291087,0.8237232290932531,0.30684317216680024,0.8954847139526941
20,0.527727098172998,0.8231740802739231,0.301597410787281,0.8965834682029429
21,0.5312244446312969,0.8193300385386129,0.2967427532482321,0.8973258697242662
22,0.5290212139593645,0.8204283362100047,0.29247868729548104,0.8983800798824036
23,0.5294808507096564,0.8226249314873249,0.28851704523977356,0.8996421624680337
24,0.5302508552934625,0.825370675583975,0.28471551659264777,0.8999688191370266
25,0.5362403468074934,0.8242723779453149,0.28135284120308096,0.9017505827860786
26,0.5390836220236678,0.8259198244033051,0.2782080003864475,0.9024632882456993
27,0.5491007771353221,0.8264689731899033,0.2752475027374337,0.9034581062839717
28,0.5433496532042167,0.8226249314873249,0.27270007130120844,0.9046014046245617
29,0.5452829372548978,0.8226249314873249,0.27010283662387174,0.9053289581145912
30,0.5501474799984173,0.8215266338486648,0.26785762735078117,0.906041663573327
31,0.5543691743736016,0.8220757826679949,0.2658471441056164,0.9065613446385188
32,0.5548159842763478,0.823174080306655,0.2639473522114246,0.9075116185837948
33,0.5536804755659696,0.8215266338486648,0.2624084071507163,0.9079867555568754
34,0.5523486884330276,0.823174080306655,0.2609701352916204,0.9079273634361253
35,0.552597621029252,0.8220757826679949,0.25979294952294824,0.9092636861720292
36,0.5528110345924772,0.8215266338486648,0.2585500282334994,0.9095161026889783
37,0.5540773201813611,0.8220757826679949,0.25738149382304887,0.909664582993066
38,0.5545886234226363,0.8198791873906747,0.25656286426057023,0.9099912396629438
39,0.5541796452032872,0.8220757826679949,0.25576830779890697,0.9101248719366227
40,0.5531294876765839,0.8209774850293348,0.255246547718059,0.9104218325439131
41,0.5544559738421296,0.8171334432940245,0.25467380468141854,0.9106297049696358
42,0.5530983878321074,0.8165842944746945,0.25421206184725753,0.910555464817592
43,0.55356343037345,0.8193300385713447,0.2535881816058248,0.9104812246655482
44,0.5494667644817577,0.8187808897192828,0.2535200202548713,0.91106029785149
45,0.5560546340783961,0.8176825921133545,0.25313776489105777,0.9111196899731251
46,0.5505057487233794,0.8193300385386129,0.25297169720370405,0.9109118175474024
47,0.5481010662010252,0.8193300385386129,0.2528839947863194,0.9109712096699224
48,0.5501878798040697,0.8182317409326846,0.2524574154443621,0.9108969695178786
49,0.548578813614785,0.8187808897192828,0.25247268880928875,0.9105406167871832
50,0.5521953510819131,0.8176825921133545,0.2524495171992437,0.9101397199661465
51,0.5497008842599713,0.8187808897520146,0.25245720127775534,0.9104069845135043
52,0.5493279723005593,0.8176825920806227,0.25223885198275187,0.910867273456176
53,0.546717010933511,0.8187808897520146,0.2525616980131422,0.9099615436021263
54,0.548109244671842,0.8209774850293348,0.25269007972967933,0.9102585042094167
55,0.5505994615615036,0.8171334432940245,0.2524687749473055,0.9102733522398254
56,0.546536696032467,0.8171334432940245,0.25284819115860363,0.9100951758749202
57,0.544316306571133,0.8171334432612927,0.2528395483407713,0.9101100239053289
58,0.5445391083568875,0.8182317408999528,0.2531490590758599,0.9100209357228763
59,0.5417085489455584,0.8187808897192828,0.25326135398899113,0.9096794310243598
